nutrient_A,nutrient_B,nutrient_C,response,label
0.3745401188473625,0.9507143064099162,0.7319939418114051,4.025043690895332,1
0.5986584841970366,0.15601864044243652,0.15599452033620265,2.853766974128277,0
0.05808361216819946,0.8661761457749352,0.6011150117432088,3.734671782053545,1
0.7080725777960455,0.020584494295802447,0.9699098521619943,1.950251714973973,0
0.8324426408004217,0.21233911067827616,0.18182496720710062,3.6928058202111704,1
0.18340450985343382,0.3042422429595377,0.5247564316322378,3.4222180623426213,1
0.43194501864211576,0.2912291401980419,0.6118528947223795,4.177828569068771,1
0.13949386065204183,0.29214464853521815,0.3663618432936917,3.1770761082467085,0
0.45606998421703593,0.7851759613930136,0.19967378215835974,3.4475711837698864,1
0.5142344384136116,0.5924145688620425,0.046450412719997725,2.094171812325806,0
0.6075448519014384,0.17052412368729153,0.06505159298527952,2.1455458290918212,0
0.9488855372533332,0.9656320330745594,0.8083973481164611,4.981283566866151,1
0.3046137691733707,0.09767211400638387,0.6842330265121569,3.34387437783194,0
0.4401524937396013,0.12203823484477883,0.4951769101112702,4.190680959697445,1
0.034388521115218396,0.9093204020787821,0.2587799816000169,3.0388034218262527,0
0.662522284353982,0.31171107608941095,0.5200680211778108,4.68992754467071,1
0.5467102793432796,0.18485445552552704,0.9695846277645586,1.6596638139512503,0
0.7751328233611146,0.9394989415641891,0.8948273504276488,3.5635897695567724,1
0.5978999788110851,0.9218742350231168,0.0884925020519195,3.016403236100133,0
0.1959828624191452,0.045227288910538066,0.32533033076326434,3.1882358975389904,0
0.388677289689482,0.2713490317738959,0.8287375091519293,2.7471742090859124,0
0.3567533266935893,0.28093450968738076,0.5426960831582485,3.9189565758936,1
0.14092422497476265,0.8021969807540397,0.07455064367977082,1.7497035819176288,0
0.9868869366005173,0.7722447692966574,0.1987156815341724,4.848253092165647,1
0.005522117123602399,0.8154614284548342,0.7068573438476171,3.375173521273788,0
0.7290071680409873,0.7712703466859457,0.07404465173409036,3.220911143804743,0
0.3584657285442726,0.11586905952512971,0.8631034258755935,2.1476104091431725,0
0.6232981268275579,0.3308980248526492,0.06355835028602363,2.167235543872941,0
0.3109823217156622,0.32518332202674705,0.7296061783380641,2.975341430287123,0
0.6375574713552131,0.8872127425763265,0.4722149251619493,5.389964592077548,1
0.1195942459383017,0.713244787222995,0.7607850486168974,2.7803101718169883,0
0.5612771975694962,0.770967179954561,0.49379559636439074,4.854788143501188,1
0.5227328293819941,0.42754101835854963,0.02541912674409519,1.6642811888355313,0
0.10789142699330445,0.03142918568673425,0.6364104112637804,2.891274384615079,0
0.3143559810763267,0.5085706911647028,0.907566473926093,2.072221668972333,0
0.24929222914887494,0.41038292303562973,0.7555511385430487,2.963813748919791,0
0.22879816549162246,0.07697990982879299,0.289751452913768,2.9461526353021714,0
0.16122128725400442,0.9296976523425731,0.808120379564417,3.1162577430424383,0
0.6334037565104235,0.8714605901877177,0.8036720768991145,4.085929952691971,1
0.18657005888603584,0.8925589984899778,0.5393422419156507,4.15407301048004,1
0.8074401551640625,0.8960912999234932,0.3180034749718639,5.496743882354464,1
0.11005192452767676,0.22793516254194168,0.4271077886262563,3.3026585210527246,0
0.8180147659224931,0.8607305832563434,0.006952130531190703,2.747686513833283,0
0.5107473025775657,0.417411003148779,0.22210781047073025,3.359603008872205,0
0.1198653673336828,0.33761517140362796,0.9429097039125192,0.8612688586771045,0
0.32320293202075523,0.5187906217433661,0.7030189588951778,3.3490888770300753,0
0.363629602379294,0.9717820827209607,0.9624472949421112,2.299157654875131,0
0.25178229582536416,0.49724850589238545,0.30087830981676966,3.499560830619176,1
0.2848404943774676,0.036886947354532795,0.6095643339798968,3.397635664751108,0
0.5026790232288615,0.05147875124998935,0.27864646423661144,3.6190319243538522,1
0.9082658859666537,0.23956189066697242,0.1448948720912231,3.5819180228812093,1
0.489452760277563,0.9856504541106007,0.2420552715115004,4.214145061557242,1
0.6721355474058786,0.7616196153287176,0.23763754399239967,4.238517879120084,1
0.7282163486118596,0.3677831327192532,0.6323058305935795,4.613967146346579,1
0.6335297107608947,0.5357746840747585,0.0902897700544083,2.7153265024867728,0
0.835302495589238,0.32078006497173583,0.18651851039985423,3.767072504179574,1
0.040775141554763916,0.5908929431882418,0.6775643618422824,3.0233476017813987,0
0.016587828927856152,0.512093058299281,0.22649577519793795,2.257727364311217,0
0.6451727904094499,0.17436642900499144,0.690937738102466,4.095704107795951,1
0.3867353463005374,0.9367299887367345,0.13752094414599325,3.0097035431853154,0
0.3410663510502585,0.11347352124058907,0.9246936182785628,1.5110085469489012,0
0.877339353380981,0.2579416277151556,0.659984046034179,4.964413863900867,1
0.8172222002012158,0.5552008115994623,0.5296505783560065,5.38838917419634,1
0.24185229090045168,0.09310276780589921,0.8972157579533268,1.4675150731173086,0
0.9004180571633305,0.6331014572732679,0.3390297910487007,5.2862985063761565,1
0.3492095746126609,0.7259556788702394,0.8971102599525771,2.428088896504642,0
0.8870864242651173,0.7798755458576239,0.6420316461542878,5.365254579099338,1
0.08413996499504883,0.16162871409461377,0.8985541885270792,1.2308106745379772,0
0.6064290596595899,0.009197051616629648,0.1014715428660321,2.3901260580164427,0
0.6635017691080558,0.005061583846218687,0.16080805141749865,3.16776996086305,0
0.5487337893665861,0.6918951976926933,0.6519612595026005,4.438804651127343,1
0.22426930946055978,0.7121792213475359,0.23724908749680007,2.9220493890846546,0
0.3253996981592677,0.7464914051180241,0.6496328990472147,3.882582950852317,1
0.8492234104941779,0.6576128923003434,0.5683086033354716,5.4915081034824444,1
0.09367476782809248,0.3677158030594335,0.26520236768172545,2.6155505348785146,0
0.24398964337908358,0.9730105547524456,0.3930977246667604,4.298690052361118,1
0.8920465551771133,0.6311386259972629,0.7948113035416484,4.494994135407729,1
0.5026370931051921,0.5769038846263591,0.4925176938188639,4.422430033487303,1
0.1952429877980445,0.7224521152615053,0.2807723624408558,3.319609496305003,0
0.02431596643145384,0.6454722959071678,0.17711067940704894,1.9407451924403805,0
0.9404585843529143,0.9539285770025874,0.9148643902204485,3.9887944513222617,1
0.3701587002554444,0.015456616528867428,0.9283185625877254,1.6002615695548252,0
0.42818414831731433,0.9666548190436696,0.9636199770892528,2.260968235553734,0
0.8530094554673601,0.2944488920695857,0.38509772860192526,4.987425769710109,1
0.8511366715168569,0.31692200515627766,0.1694927466860925,3.85191783466773,1
0.5568012624583502,0.936154774160781,0.696029796674973,4.659555273763517,1
0.570061170089365,0.09717649377076854,0.6150072266991697,4.324473423953856,1
0.9900538501042633,0.14008401523652403,0.5183296523637367,5.376814917791216,1
0.8773730719279554,0.7407686177542044,0.697015740995268,5.238627354814116,1
0.7024840839871093,0.35949115121975517,0.29359184426449336,4.420662975901542,1
0.8093611554785136,0.8101133946791808,0.8670723185801037,3.6492384422329858,1
0.9132405525564713,0.5113423988609378,0.5015162946871996,5.464848867236157,1
0.7982951789667752,0.6499639307777652,0.7019668772577033,4.892006990276598,1
0.795792669436101,0.8900053418175663,0.3379951568515358,5.381051766752468,1
0.375582952639944,0.093981939840869,0.578280140996174,3.894642709712306,1
0.035942273796742086,0.46559801813246016,0.5426446347075766,3.2193561511201865,0
0.2865412521282844,0.5908332605690108,0.03050024993904943,1.361114460630303,0
0.03734818874921442,0.8226005606596583,0.3601906414112629,3.4697201214455804,1
0.12706051265188478,0.5222432600548044,0.7699935530986108,2.6911486832416593,0
0.21582102749684318,0.6228904758190003,0.085347464993768,1.747764589313293,0
0.0516817211686077,0.531354631568148,0.5406351216101065,3.420890263641657,1
0.6374299014982066,0.7260913337226615,0.9758520794625346,2.3069662315662898,0
0.5163003483011953,0.32295647294124596,0.7951861947687037,3.146148177547811,0
0.2708322512620742,0.4389714207056361,0.07845638134226596,1.5584904590270456,0
0.02535074341545751,0.9626484146779251,0.8359801205122058,2.507859102238476,0
0.695974206093698,0.4089529444142699,0.17329432007084578,3.418846084316901,1
0.15643704267108605,0.25024289816459533,0.5492266647061205,3.446888051083428,1
0.7145959227000623,0.6601973767177313,0.27993389694594284,4.741033021968666,1
0.9548652806631941,0.7378969166957685,0.5543540525114007,5.975136113461577,1
0.6117207462343522,0.4196000624277899,0.24773098950115746,3.7789088794913517,1
0.3559726786512616,0.7578461104643691,0.014393488629755868,1.7199930257783638,0
0.11607264050691624,0.04600264202175275,0.040728802318970136,0.6343036537255077,0
0.8554605840110072,0.7036578593800237,0.4741738290873252,5.42010439776971,1
0.09783416065100148,0.49161587511683236,0.4734717707805657,3.37505041223096,0
0.17320186991001518,0.43385164923797304,0.39850473439737344,3.282935984929894,0
0.6158500980522165,0.6350936508676438,0.04530400977204452,2.3333579848300254,0
0.3746126146264712,0.6258599157142364,0.5031362585800877,4.329928391872498,1
0.8564898411883223,0.658693631618945,0.1629344270814297,4.212180321852371,1
0.07056874740042984,0.6424192782063156,0.026511310541621813,0.8713915732058934,0
0.5857755812734633,0.9402302414249576,0.575474177875879,5.242625059773843,1
0.3881699262065219,0.6432882184423532,0.45825289049151663,4.441420635557698,1
0.5456167893159349,0.9414648087765252,0.38610263780077425,4.83927302806801,1
0.9611905638239142,0.9053506419560637,0.19579113478929644,4.977308417087679,1
0.06936130087516545,0.10077800137742665,0.018221825651549728,0.43228885494362224,0
0.0944429607559284,0.6830067734163568,0.07118864846022899,1.2201051151125726,0
0.3189756302937613,0.8448753109694546,0.023271935735825866,1.8447662537173999,0
0.8144684825889358,0.28185477477339993,0.11816482762165625,3.237736854295626,0
0.6967371653641506,0.628942846779884,0.877472013527053,3.2223744093870796,0
0.7350710438038858,0.8034809303848486,0.2820345725713065,4.870252684410885,1
0.17743954377972282,0.7506147516408583,0.806834739267264,2.9449303761579064,0
0.9905051420006733,0.4126176769114265,0.37201808579278317,5.425465076883189,1
0.7764129607419968,0.34080354025301784,0.9307573256035647,2.7294636635332004,0
0.8584127518430118,0.42899402737501835,0.7508710677914974,4.3996389947286225,1
0.7545428740846823,0.10312386883593261,0.9025529066795667,2.7161457235401536,0
0.5052523724478571,0.8264574661077416,0.32004960103061175,4.562430689425224,1
0.8955232284962005,0.3892016787341631,0.01083765148029836,2.4068003608846764,0
0.9053819764192637,0.09128667678613356,0.31931363759041487,4.808456549258884,1
0.9500619670508049,0.9506071469375561,0.5734378881232861,6.151554653576869,1
0.6318372121697993,0.44844552197831977,0.29321077169806453,4.217485593905858,1
0.32866454536991596,0.6725184560770384,0.75237452943768,3.4127454794957477,1
0.7915790437258485,0.7896181427945539,0.09120610304869037,3.55408160058895,1
0.49442030470258147,0.057558760016644284,0.5495288823237355,4.152118505950392,1
0.441530501373377,0.8877041827582998,0.3509150125520787,4.541781117974632,1
0.11706701642760586,0.14299168205283586,0.7615106317174722,2.258477425841966,0
0.6182180633162611,0.10112267612279024,0.08410680611499743,2.294837878957636,0
0.70096913145912,0.07276300636419353,0.8218600592903562,3.3880987431305516,0
0.7062422271564962,0.08134878064189976,0.08483771408519192,2.6380658017678296,0
0.9866395785011755,0.3742707957561203,0.3706421470668909,5.270122891430446,1
0.8127995672575026,0.9472485773838587,0.9860010638228709,3.1481337158646583,0
0.7533781852589416,0.37625958553091576,0.08350071669866876,2.9385613499206755,0
0.7771469159274368,0.558404249735805,0.4242220092469763,5.21141542361633,1
0.906354385094736,0.11119748230615134,0.49262510429085915,5.465125261927839,1
0.011353644767419069,0.46866064199412627,0.05630327568183735,0.698531113649657,0
0.11881791626807192,0.11752624677710488,0.6492103021160636,2.8627820094729923,0
0.7460448792654233,0.5833687650971596,0.9621725484745419,2.3832360607026875,0
0.37487057952370406,0.28571208628186073,0.8685991281894603,2.3719613985999723,0
0.22359583851945264,0.9632225394406113,0.012154474689816341,1.6667492122610252,0
0.969878826707639,0.04315991195057611,0.8911431136980711,3.427071941039708,1
0.5277011090862999,0.9929647961193003,0.07379656473539886,3.0225311075714143,0
0.5538542844013208,0.969302535619099,0.5230978441701488,5.203739371990967,1
0.6293986381352625,0.6957486889846172,0.45454106476777323,5.271596468937816,1
0.6275580800840634,0.5843143119231002,0.901158010490989,2.8399055818063816,0
0.04544638034145787,0.2809631895922303,0.9504114840765587,0.6689683486354672,0
0.8902637838909163,0.45565675278571294,0.6201325978015367,5.294728367105165,1
0.2773811829811327,0.1881211597237613,0.46369840493998216,3.7574552544803925,1
0.3533522280260528,0.5836561118508721,0.07773463696498484,1.9717945944841966,0
0.9743948076661665,0.9862107444796029,0.6981617140197451,5.766745295372297,1
0.5360963663441204,0.30952761628632774,0.8137950197069487,3.1397437163598982,0
0.6847311725538793,0.1626169393448913,0.9109271844938425,2.755052895244772,0
0.822537242923169,0.949799913291924,0.72571950838836,5.369813018394965,1
0.6134151959357899,0.4182430362906189,0.9327284833540133,2.497093838412775,0
0.8660638895004084,0.04521867010618941,0.026366974497252005,2.3643016772619787,0
0.3764633668780496,0.8105533307818329,0.9872761293149445,1.619082360002494,0
0.15041689110352818,0.5941307153521351,0.3808908566310215,3.508864192329234,1
0.9699143978146032,0.8421189231357087,0.8383287047111379,4.598567024794022,1
0.4686931597949703,0.4148195023376652,0.27340707193070624,3.7246664845260513,1
0.056375496650927115,0.8647223762550532,0.8129010091300776,2.3830039693574685,0
0.9997176732861306,0.9966368370739054,0.5554317056026274,6.600159927851315,1
0.7689874151805105,0.944765729882428,0.8496473906774115,4.16418174583051,1
0.24734810174319766,0.4505441353100935,0.12915941515149498,1.962840940277773,0
0.9540510272587224,0.60617463445088,0.22864280550346272,4.625687546276474,1
0.6717006844058567,0.6181282404578958,0.3581627180328405,4.6029117628744745,1
0.11355759219962902,0.6715731955927996,0.5203077009037933,3.811118289030365,1
0.7723183917356393,0.5201635011119934,0.8521815003185401,3.552318268306242,1
0.5519068387744855,0.5609379715353863,0.876653602658345,2.699058772538508,0
0.40348286621239704,0.13401522845064073,0.028782676313338973,1.168060185155599,0
0.755137255673619,0.6203095513534647,0.7040797680992236,4.643299984917885,1
0.21296416150891073,0.13637147558676976,0.014544665667881929,0.8549422836980296,0
0.350587558806597,0.5899176868546331,0.3922440450997323,4.02824892383491,1
0.43747492202372906,0.9041586944937484,0.34825546702330035,4.426390982401761,1
0.5139894891598108,0.7836530127411431,0.39654278232127016,4.717444064275457,1
0.6220867002278735,0.8623637087467452,0.9495206236576421,2.7453808123074426,0
0.14707348092903794,0.9265876251614944,0.4921162930795382,3.955639576328065,1
0.25824438829895835,0.4591357562382613,0.980032575285477,1.0390522753451623,0
0.4926180939928696,0.3287516102875082,0.6334008543167258,4.056906879388485,1
0.24014561877819307,0.07586332810866392,0.12887972191064923,1.857486245969465,0
0.12804583895777244,0.15190269351229435,0.13882717264941014,1.7954122319124863,0
0.6408747448032146,0.18188008439914483,0.3456672833238632,4.402157601744417,1
0.8967884099060118,0.47396164026287235,0.6675577385210272,5.033588751823509,1
0.17231987120162984,0.19228901880867078,0.04086861626647886,0.7412424068711186,0
